abstract,accession_number,alternate_title,api_link,api_model,ark,batch_ids,box_name,box_number,canonical_link,caption,catalog_key,collection,contributor,create_date,creator,csv_metadata_update_jobs,cultural_context,date_created,description,file_sets,folder_name,folder_number,genre,id,identifier,iiif_manifest,indexed_at,ingest_project,ingest_sheet,keywords,language,legacy_identifier,library_unit,license,location,modified_date,notes,physical_description_material,physical_description_size,preservation_level,project,provenance,published,publisher,related_material,related_url,representative_file_set,rights_holder,rights_statement,scope_and_contents,series,source,status,style_period,subject,table_of_contents,technique,terms_of_use,thumbnail,title,visibility,work_type
,P0424_PEDE_B25_F03_004,,https://api.dc.library.northwestern.edu/api/v2/works/24d44253-3de5-4ea5-a378-f5182195ae58,Work,ark:/81985/n2qf8n99n,1e5b41a8-b89d-46eb-a852-7482921ae2b8|3ecd845c-3b11-4b1b-bc8d-7199996a372d,,25,https://dc.library.northwestern.edu/items/24d44253-3de5-4ea5-a378-f5182195ae58,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993",2022-09-30T14:44:56.560466Z,,a184c01f-5ee7-46fd-b4ff-c4f9a76e0d6f,,1953,,p. 1 recto|p. 1 verso|p. 2 recto|p. 2 verso|p. 3 recto|p. 3 verso|p. 4 recto|p. 4 verso|p. 5 recto|p. 5 verso|p. 6 recto|p. 6 verso,Lydia Pederson and Ray Phoenix,3,documents (object genre),24d44253-3de5-4ea5-a378-f5182195ae58,,https://api.dc.library.northwestern.edu/api/v2/works/24d44253-3de5-4ea5-a378-f5182195ae58?as=iiif,2023-02-20T16:39:31.459696,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson.csv,,English,,Herskovits Library of African Studies,None,,2022-09-30T18:12:48.955892Z,,,33 cm (height) x 20 cm (width),Level 1,"{'cycle': '2022', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/6b844fad-e3f0-453a-9414-3eabc08a8d25,,Copyright Undetermined,"Typed correspondence between Pederson and filmmaker Ray Phoenix concerns her obtaining his films of native life (Shembe, Abakhwetha, witch doctors), firewalking, and Egypt (from his trip to East Africa in 1950), and requests for him to obtain lion or other animal films for her. Two untitled, uncredited narration scripts apparently by Phoenix (for the Abakwetha and firewalking films; annotated by Pederson). Phoenix mentions his original script for a Shembe film (this may be the narration entitled ""Against the swirl of time"", original title ""The place of spiritual uplift""). Receipts for films and records. Phoenix' plan to go to Kruger Park to photograph the Dhomba or Python girls' initiation dance; and his hope to tour the United States. Related correspondence between Pederson and African Car Hire regarding a misplaced tripod.","Lydia Luhman Pederson collection--Associated materials, chiefly 1953",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted",https://api.dc.library.northwestern.edu/api/v2/works/24d44253-3de5-4ea5-a378-f5182195ae58/thumbnail,Pan Durban City.,Public,Image
,P0424_PEDE_B25_F04_007,,https://api.dc.library.northwestern.edu/api/v2/works/2c5d3e92-10d8-4f8a-9f26-3d5fa8b56b48,Work,ark:/81985/n2s759b3g,1e5b41a8-b89d-46eb-a852-7482921ae2b8|3ecd845c-3b11-4b1b-bc8d-7199996a372d,,25,https://dc.library.northwestern.edu/items/2c5d3e92-10d8-4f8a-9f26-3d5fa8b56b48,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993",2022-09-30T14:45:14.764962Z,,a184c01f-5ee7-46fd-b4ff-c4f9a76e0d6f,,"October 13, 1953",,p. 1 recto|p. 1 verso|p. 2 recto|p. 2 verso|p. 3 recto|p. 3 verso|p. 4 recto|p. 4 verso,Fundraising; miscellaneous correspondence,4,receipts (financial records),2c5d3e92-10d8-4f8a-9f26-3d5fa8b56b48,,https://api.dc.library.northwestern.edu/api/v2/works/2c5d3e92-10d8-4f8a-9f26-3d5fa8b56b48?as=iiif,2023-02-20T16:39:31.467719,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson.csv,,English,,Herskovits Library of African Studies,None,,2022-09-30T18:12:48.958970Z,,,21.5 cm (height) x 14 cm (width),Level 1,"{'cycle': '2022', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/66c41fa6-68d4-4f10-8732-10c808804ee8,,Copyright Undetermined,"Includes tickets, and correspondence with attendees at lectures. Pederson gave lectures in support of a guild hall for the Episcopal Church in Belvidere, Ill.","Lydia Luhman Pederson collection--Associated materials, chiefly 1953",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted",https://api.dc.library.northwestern.edu/api/v2/works/2c5d3e92-10d8-4f8a-9f26-3d5fa8b56b48/thumbnail,Materials related to photographs; includes receipts,Public,Image
,P0424_PEDE_B25_F02_008,,https://api.dc.library.northwestern.edu/api/v2/works/2db79f98-95f6-44fd-b7d9-4cf56be7d607,Work,ark:/81985/n2v69c42x,1e5b41a8-b89d-46eb-a852-7482921ae2b8|3ecd845c-3b11-4b1b-bc8d-7199996a372d,,25,https://dc.library.northwestern.edu/items/2db79f98-95f6-44fd-b7d9-4cf56be7d607,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993",2022-09-30T14:44:56.106478Z,,a184c01f-5ee7-46fd-b4ff-c4f9a76e0d6f,,1953,,p. 1 recto|p. 1 verso|p. 2 recto|p. 2 verso|p. 3 recto|p. 3 verso,,2,documents (object genre),2db79f98-95f6-44fd-b7d9-4cf56be7d607,,https://api.dc.library.northwestern.edu/api/v2/works/2db79f98-95f6-44fd-b7d9-4cf56be7d607?as=iiif,2023-02-20T16:39:31.470758,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson.csv,,English,,Herskovits Library of African Studies,None,,2022-09-30T18:12:48.966681Z,,,27.5 cm (height) x 21 cm (width),Level 1,"{'cycle': '2022', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/83363f5e-9365-4723-82e2-69db6bfd6325,,Copyright Undetermined,"Includes drafts of news releases, untitled scripts, and scripts titled: Animals--third section -- Beginning of African safari -- Ceremony of the Abakwetha -- Shembe -- Victoria Falls -- Witch doctor","Lydia Luhman Pederson collection--Associated materials, chiefly 1953--Drafts of film narration",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted",https://api.dc.library.northwestern.edu/api/v2/works/2db79f98-95f6-44fd-b7d9-4cf56be7d607/thumbnail,The pyramids and the sphinx are relics of Egypts remarkable past.,Public,Image
,P0424_PEDE_B25_F05_003,,https://api.dc.library.northwestern.edu/api/v2/works/3623e8f0-1ee8-4b98-b157-2967ea58ff4c,Work,ark:/81985/n28c9tw33,1e5b41a8-b89d-46eb-a852-7482921ae2b8|3ecd845c-3b11-4b1b-bc8d-7199996a372d,,25,https://dc.library.northwestern.edu/items/3623e8f0-1ee8-4b98-b157-2967ea58ff4c,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993",2022-09-30T14:44:47.621326Z,,a184c01f-5ee7-46fd-b4ff-c4f9a76e0d6f,,1953,,p. 1 recto|p. 1 verso|p. 2 recto|p. 2 verso,Newspaper clippings; invoices and receipts; spreadsheets,5,documents (object genre),3623e8f0-1ee8-4b98-b157-2967ea58ff4c,,https://api.dc.library.northwestern.edu/api/v2/works/3623e8f0-1ee8-4b98-b157-2967ea58ff4c?as=iiif,2023-02-20T16:39:31.480801,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson.csv,,English,,Herskovits Library of African Studies,None,,2022-09-30T18:12:48.976454Z,,,19.5 cm (height) x 30 cm (width),Level 1,"{'cycle': '2022', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/35c3f45f-6d2c-447b-b1ed-10dcdc4a5ea0,,Copyright Undetermined,The spreadsheets represent film-related income and expenses,"Lydia Luhman Pederson collection--Associated materials, chiefly 1953",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted",https://api.dc.library.northwestern.edu/api/v2/works/3623e8f0-1ee8-4b98-b157-2967ea58ff4c/thumbnail,All Income from Movies and Pictures - given to Trinity Episc. Church.; and Expenses on Colored Movies and Slides,Public,Image
,P0424_PEDE_B25_F02_012,,https://api.dc.library.northwestern.edu/api/v2/works/a559f9b0-b010-4537-815b-9529ad629a87,Work,ark:/81985/n27d2t05s,1e5b41a8-b89d-46eb-a852-7482921ae2b8|3ecd845c-3b11-4b1b-bc8d-7199996a372d,,25,https://dc.library.northwestern.edu/items/a559f9b0-b010-4537-815b-9529ad629a87,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993",2022-09-30T14:44:53.267708Z,,a184c01f-5ee7-46fd-b4ff-c4f9a76e0d6f,,1953,,p. 1 recto|p. 1 verso|p. 2 recto|p. 2 verso|p. 3 recto|p. 3 verso,,2,documents (object genre),a559f9b0-b010-4537-815b-9529ad629a87,,https://api.dc.library.northwestern.edu/api/v2/works/a559f9b0-b010-4537-815b-9529ad629a87?as=iiif,2023-02-20T16:39:31.548450,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson.csv,,English,,Herskovits Library of African Studies,None,,2022-09-30T18:12:49.029856Z,,,28 cm (height) x 21.5 cm (width),Level 1,"{'cycle': '2022', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/e7343ece-29cd-4b8e-b821-221f5784b6ea,,Copyright Undetermined,"Includes drafts of news releases, untitled scripts, and scripts titled: Animals--third section -- Beginning of African safari -- Ceremony of the Abakwetha -- Shembe -- Victoria Falls -- Witch doctor","Lydia Luhman Pederson collection--Associated materials, chiefly 1953--Drafts of film narration",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted",https://api.dc.library.northwestern.edu/api/v2/works/a559f9b0-b010-4537-815b-9529ad629a87/thumbnail,Beginning of African Safari.,Public,Image
"""Every year Mrs. Lydia L. Pederson spends her vacation seeing as much as possible of the world as quickly as possible. She is a partner in a large metal foundry in Rockford, Illinois and recently spent two days in Cape Town. At present Mrs. Pederson is on a vacation tour of two months which will take her through South Africa to the Victoria Falls, Tanganyika, Kenya, Egypt and Palestine and which will cost her $10,000. She travels only by air and by car. 'I am in too great a hurry and too restless to travel any other way - my vacation is too short, and there is yet so much more that I wish to see.' This is how she expressed herself last evening to the Burger, after having completed a whole day tour of Cape Town and the vicinity. She spends at the most a few days in a country, and the twenty days which she is spending in South Africa will be the longest that she has ever devoted to touring in one country. She has been travelling since 1925.""--From included typescript, ""Her dress will reflect a typical African atmosphere"", translation of article in Afrikaans.",P0094-9980757755902441,,https://api.dc.library.northwestern.edu/api/v2/works/f1fa2fd4-0d23-4939-bd2e-eaacecc24e72,Work,ark:/81985/n2c24td47,,,,https://dc.library.northwestern.edu/items/f1fa2fd4-0d23-4939-bd2e-eaacecc24e72,,9980757755902441,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993|Pederson, Lydia Luhman, 1905-1993|Pederson, Lydia Luhman, 1905-1993",2022-09-30T19:30:43.580340Z,,,,1953,"Trip was made in January-March 1953.|Film reel containers are annotated: Native dancing & customs in South Africa (16 mm, Kodachrome, 1350 feet). -- Pretoria - Animals - Misc Zulus -- Misc dances - Pondos - misc. film with & without sound stripe -- Good Zulu dance -- Extra fire walking. -- Shembe, mass marriage. -- Black & white : Animals, various customs.","Pretoria - Animals - Misc Zulus - Mine Dances - Rondos|Shembe mass marriage|Animals, Various Customs|Native Dancing/Customs in South Africa|pedersen_01_p.mkv|pedersen_02_p.mkv|pedersen-bw_neg|pedersen-bw_neg|pedersen_03|Pedersen_03|pedersen_01_CanFront.JPG|pedersen_01_ReelFront.JPG|technical metadata file|framemd5 file|technical metadata file|original DPX checksums|pedersen_02_CanFront.JPG|pedersen_02_ReelFront.JPG|technical metadata file|framemd5 file|technical metadata file|pedersen-bw_neg technical metadata file|pedersen-bw_neg technical metadata file|pedersen-bw_neg original DPX checksums|pedersen-bw_neg technical metadata file|pedersen_03 technical metadata file|pedersen_03 technical metadata file",,,16mm (photographic film size)|film reels,f1fa2fd4-0d23-4939-bd2e-eaacecc24e72,,https://api.dc.library.northwestern.edu/api/v2/works/f1fa2fd4-0d23-4939-bd2e-eaacecc24e72?as=iiif,2023-02-20T16:37:36.768963,P00382-P0094-Pederson-Films,P0382-P0094-pederson_ingest-take4.csv,,English,rx913r517,Herskovits Library of African Studies,None,,2022-09-30T20:32:12.359870Z,,"4 film reels (sound, color or black-and-white)",46-49 cm in diameter,Level 1,"{'cycle': '2022', 'desc': None, 'manager': 'Dan Zellner', 'name': 'Afri Films Reel to Reel', 'proposer': 'Esmeralda Kale', 'task_number': 'P0382 P0094'}",,True,,,,https://iiif.dc.library.northwestern.edu/iiif/2/posters/67b65cce-509f-4b5c-91ff-26e9b758295b,,In Copyright,,,,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Southern Africa|Eastern Africa",,,"These recordings are from material in the collections of the Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the recordings from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/f1fa2fd4-0d23-4939-bd2e-eaacecc24e72/thumbnail,Africa 1953,Institution,Video
,P0424_PEDE_B25_F01_012,,https://api.dc.library.northwestern.edu/api/v2/works/042bc64e-8eca-4d78-b7fe-29fdee0a3798,Work,ark:/81985/n2b27sh40,e877c25f-c69d-4684-a4ec-fe687d912348,,25,https://dc.library.northwestern.edu/items/042bc64e-8eca-4d78-b7fe-29fdee0a3798,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993|Pederson, Lydia Luhman, 1905-1993",2022-10-03T19:00:40.884448Z,,d51b47c0-04ba-4b99-ab1f-1b6148c836ab,,1953,,p. 1 recto|p. 1 verso,,1,documentary scripts,042bc64e-8eca-4d78-b7fe-29fdee0a3798,,https://api.dc.library.northwestern.edu/api/v2/works/042bc64e-8eca-4d78-b7fe-29fdee0a3798?as=iiif,2023-02-20T16:39:20.776575,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson_folder_1.csv,,English,,Herskovits Library of African Studies,None,,2022-10-04T13:16:51.527402Z,,Chiefly typescripts; some manuscript material,27.5 cm (height) x 21 cm (width),Level 1,"{'cycle': '2023', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/bcf79533-398a-47ee-9675-0c72fbf3c949,,Copyright Undetermined,"Includes drafts of news releases, untitled scripts, and scripts titled: Bavenda -- ""Faith and fire"" -- Victoria Falls -- The Voortrekker Monument","Lydia Luhman Pederson collection--Associated materials, chiefly 1953--Drafts of film narration",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/042bc64e-8eca-4d78-b7fe-29fdee0a3798/thumbnail,"Hauling produce to market, tired little donkeys plod along a highway through the Afr.",Public,Image
,P0424_PEDE_B25_F01_013,,https://api.dc.library.northwestern.edu/api/v2/works/22f5146d-5a0c-4dcd-b896-f7a5bff9d4cb,Work,ark:/81985/n2kh0hq9s,e877c25f-c69d-4684-a4ec-fe687d912348,,25,https://dc.library.northwestern.edu/items/22f5146d-5a0c-4dcd-b896-f7a5bff9d4cb,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993|Pederson, Lydia Luhman, 1905-1993",2022-10-03T19:00:39.650597Z,,d51b47c0-04ba-4b99-ab1f-1b6148c836ab,,1953,,p. 1 recto|p. 1 verso|p. 1 recto|p. 1 verso,,1,documentary scripts,22f5146d-5a0c-4dcd-b896-f7a5bff9d4cb,,https://api.dc.library.northwestern.edu/api/v2/works/22f5146d-5a0c-4dcd-b896-f7a5bff9d4cb?as=iiif,2023-02-20T16:39:20.788472,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson_folder_1.csv,,English,,Herskovits Library of African Studies,None,,2022-10-04T13:16:51.627886Z,,Chiefly typescripts; some manuscript material,27.5 cm (height) x 21 cm (width),Level 1,"{'cycle': '2023', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/a5f556a4-4034-4a51-95c1-7005752158f9,,Copyright Undetermined,"Includes drafts of news releases, untitled scripts, and scripts titled: Bavenda -- ""Faith and fire"" -- Victoria Falls -- The Voortrekker Monument","Lydia Luhman Pederson collection--Associated materials, chiefly 1953--Drafts of film narration",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/22f5146d-5a0c-4dcd-b896-f7a5bff9d4cb/thumbnail,Victoria Falls,Public,Image
,P0424_PEDE_B25_F01_001,,https://api.dc.library.northwestern.edu/api/v2/works/341bf0d2-3cea-4a0d-aac6-148a636da3d5,Work,ark:/81985/n22j6bw6g,e877c25f-c69d-4684-a4ec-fe687d912348,,25,https://dc.library.northwestern.edu/items/341bf0d2-3cea-4a0d-aac6-148a636da3d5,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993|Pederson, Lydia Luhman, 1905-1993",2022-10-03T19:00:41.790766Z,,d51b47c0-04ba-4b99-ab1f-1b6148c836ab,,1953,,p. 1 recto|p. 1 verso,,1,documentary scripts,341bf0d2-3cea-4a0d-aac6-148a636da3d5,,https://api.dc.library.northwestern.edu/api/v2/works/341bf0d2-3cea-4a0d-aac6-148a636da3d5?as=iiif,2023-02-20T16:39:20.798177,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson_folder_1.csv,,English,,Herskovits Library of African Studies,None,,2022-10-04T13:16:51.643359Z,,Chiefly typescripts; some manuscript material,35.5 cm (height) x 21.5 cm (width),Level 1,"{'cycle': '2023', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/29c14999-7d82-46ee-ba0d-adf77497df3b,,Copyright Undetermined,"Includes drafts of news releases, untitled scripts, and scripts titled: Bavenda -- ""Faith and fire"" -- Victoria Falls -- The Voortrekker Monument","Lydia Luhman Pederson collection--Associated materials, chiefly 1953--Drafts of film narration",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/341bf0d2-3cea-4a0d-aac6-148a636da3d5/thumbnail,The Voortrekker Monument,Public,Image
,P0424_PEDE_B25_F01_004,,https://api.dc.library.northwestern.edu/api/v2/works/72073435-e05d-4938-97de-d106a0372c31,Work,ark:/81985/n2xs5n83g,e877c25f-c69d-4684-a4ec-fe687d912348,,25,https://dc.library.northwestern.edu/items/72073435-e05d-4938-97de-d106a0372c31,,,Lydia Luhman Pederson collection,"Pederson, Lydia Luhman, 1905-1993|Pederson, Lydia Luhman, 1905-1993",2022-10-03T19:00:43.306612Z,,d51b47c0-04ba-4b99-ab1f-1b6148c836ab,,1953,,p. 1 recto|p. 1 verso,,1,documentary scripts,72073435-e05d-4938-97de-d106a0372c31,,https://api.dc.library.northwestern.edu/api/v2/works/72073435-e05d-4938-97de-d106a0372c31?as=iiif,2023-02-20T16:39:20.864249,P0424	Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects,J0424_pederson_folder_1.csv,,English,,Herskovits Library of African Studies,None,,2022-10-04T13:16:51.654470Z,,Chiefly typescripts; some manuscript material,28 cm (height) x 21.5 cm (width),Level 1,"{'cycle': '2023', 'desc': 'Completes the entire collection of Lydia Luhman Pederson tour of Cape to Cairo in 1953. An example of women travelers.', 'manager': 'Nicole Finzer', 'name': 'Africa - Cape to Cairo -1953- Lydia Luhman Pederson ephemera/Objects', 'proposer': 'Esmeralda Kale', 'task_number': 'P0424'}","Gift of Sonjia Olstad, Lydia Pederson's niece, and her husband, Jim Olstad, 2018-06-14.",True,,,Finding Aid,https://iiif.dc.library.northwestern.edu/iiif/2/30d2a7f9-33fd-4f2b-a171-944c0c16427f,,Copyright Undetermined,"Includes drafts of news releases, untitled scripts, and scripts titled: Bavenda -- ""Faith and fire"" -- Victoria Falls -- The Voortrekker Monument","Lydia Luhman Pederson collection--Associated materials, chiefly 1953--Drafts of film narration",,Done,,"Pederson, Lydia Luhman, 1905-1993|Voyages and travels|Manners and customs|Eastern Africa|Southern Africa",,,"The images on this web site, from material in the collections of the Melville J. Herskovits Library of African Studies of Northwestern University Libraries, are provided for use by its students, faculty and staff, and by other researchers visiting this site, for research consultation and scholarly purposes only. Further distribution and/or any commercial use of the images from this site is not permitted.",https://api.dc.library.northwestern.edu/api/v2/works/72073435-e05d-4938-97de-d106a0372c31/thumbnail,"BUT THOUGH THE FORTUNES FOR THE HINDUE, MAY VARY, THERE IS ONE CONSTANT FACTOR **** THEIR RELIGION.",Public,Image
